"chr","start","end","gc","map","htertrt","gc_bin"
"2",190500001,1.91e+08,0.373348,0.997339,"early",0.37
"2",191000001,191500000,0.395198,0.996578,"early",0.4
"2",192000001,192500000,0.39946,0.998077,"early",0.4
"2",192500001,1.93e+08,0.37747,0.99209,"early",0.38
"2",194500001,1.95e+08,0.339386,0.992265,"early",0.34
"2",195500001,1.96e+08,0.346414,0.989876,"mid",0.35
"2",196500001,1.97e+08,0.375002,0.996319,"mid",0.38
"2",197000001,197500000,0.391036,0.994826,"mid",0.39
"2",197500001,1.98e+08,0.38252,0.985171,"mid",0.38
"2",199000001,199500000,0.368832,0.994162,"mid",0.37
"2",199500001,2e+08,0.358118,0.998432,"early",0.36
"2",200500001,2.01e+08,0.39192,0.999537,"early",0.39
"2",202000001,202500000,0.4026,0.989031,"early",0.4
"2",202500001,2.03e+08,0.42482,0.998584,"early",0.42
"2",203000001,203500000,0.424208,0.996974,"early",0.42
"2",203500001,2.04e+08,0.391692,0.998515,"early",0.39
"2",205000001,205500000,0.399108,0.997128,"mid",0.4
"2",206000001,206500000,0.38627,0.996461,"mid",0.39
"2",206500001,2.07e+08,0.435302,0.999535,"mid",0.44
"2",207500001,2.08e+08,0.397394,0.988211,"early",0.4
"2",208500001,2.09e+08,0.425486,0.998573,"mid",0.43
"2",210000001,210500000,0.363676,0.989966,"mid",0.36
"2",211500001,2.12e+08,0.35791,0.993253,"late",0.36
"2",214000001,214500000,0.361614,0.986624,"early",0.36
"2",214500001,2.15e+08,0.359406,0.995857,"early",0.36
"2",215000001,215500000,0.363696,0.996467,"early",0.36
"2",216000001,216500000,0.394844,0.995818,"early",0.39
"2",218000001,218500000,0.409922,0.998844,"early",0.41
"2",220500001,2.21e+08,0.426718,0.992094,"early",0.43
"2",222000001,222500000,0.388168,0.998378,"mid",0.39
"2",222500001,2.23e+08,0.387814,0.994057,"mid",0.39
"2",226500001,2.27e+08,0.365844,0.992722,"mid",0.37
"2",227000001,227500000,0.379154,0.996467,"mid",0.38
"2",228000001,228500000,0.401392,0.998491,"mid",0.4
"2",229000001,229500000,0.374426,0.985403,"mid",0.37
"2",229500001,2.3e+08,0.380618,0.989301,"mid",0.38
"2",234500001,2.35e+08,0.42694,0.996501,"mid",0.43
"2",235000001,235500000,0.440006,0.998059,"mid",0.44
"2",238500001,2.39e+08,0.460522,0.998006,"mid",0.46
"20",1000001,1500000,0.444274,0.996523,"early",0.44
"20",2000001,2500000,0.445346,0.997755,"early",0.45
"20",2500001,3e+06,0.454596,0.995527,"early",0.45
"20",4500001,5e+06,0.441066,0.999509,"early",0.44
"20",5500001,6e+06,0.428258,0.998203,"early",0.43
"20",6500001,7e+06,0.388868,0.997758,"early",0.39
"20",7000001,7500000,0.367878,0.988214,"early",0.37
"20",7500001,8e+06,0.371932,0.997471,"mid",0.37
"20",8500001,9e+06,0.387286,0.99152,"late",0.39
"20",9500001,1e+07,0.387276,0.993609,"mid",0.39
"20",10500001,1.1e+07,0.408626,0.999736,"mid",0.41
"20",11500001,1.2e+07,0.390296,0.990937,"mid",0.39
"20",12000001,12500000,0.386798,0.988212,"mid",0.39
"20",12500001,1.3e+07,0.387526,0.981333,"mid",0.39
"20",14000001,14500000,0.368616,0.995601,"mid",0.37
"20",14500001,1.5e+07,0.376372,0.998838,"mid",0.38
"20",16500001,1.7e+07,0.407028,0.995961,"mid",0.41
"20",17500001,1.8e+07,0.46711,0.999054,"mid",0.47
"20",20500001,2.1e+07,0.417536,0.999948,"mid",0.42
"20",22000001,22500000,0.398468,0.995762,"mid",0.4
"20",25500001,2.6e+07,0.428434,0.990279,"late",0.43
"20",30000001,30500000,0.476644,0.997783,"early",0.48
"20",30500001,3.1e+07,0.468072,0.997035,"early",0.47
"20",31500001,3.2e+07,0.480854,0.998213,"early",0.48
"20",32500001,3.3e+07,0.451462,0.99294,"early",0.45
"20",33000001,33500000,0.43904,0.99818,"early",0.44
"20",33500001,3.4e+07,0.45845,0.996871,"early",0.46
"20",34000001,34500000,0.458276,0.99989,"early",0.46
"20",36000001,36500000,0.462316,0.999377,"early",0.46
"20",36500001,3.7e+07,0.474632,0.999324,"early",0.47
"20",37000001,37500000,0.456556,0.997936,"early",0.46
"20",37500001,3.8e+07,0.44548,0.994553,"early",0.45
"20",40000001,40500000,0.422982,0.996426,"early",0.42
"20",43500001,4.4e+07,0.429058,0.999067,"early",0.43
"20",44000001,44500000,0.436784,0.995484,"early",0.44
"20",45500001,4.6e+07,0.457252,0.99958,"early",0.46
"20",47500001,4.8e+07,0.448652,0.998079,"early",0.45
"20",48000001,48500000,0.46199,0.999635,"early",0.46
"20",49000001,49500000,0.482302,0.999788,"early",0.48
"20",50000001,50500000,0.471472,0.999785,"early",0.47
"20",51500001,5.2e+07,0.41535,0.999814,"mid",0.42
"20",52000001,52500000,0.43852,0.982889,"mid",0.44
"20",53000001,53500000,0.391808,0.992684,"mid",0.39
"20",53500001,5.4e+07,0.374664,0.99424,"mid",0.37
"20",57500001,5.8e+07,0.455532,0.998818,"late",0.46
"20",58000001,58500000,0.448382,0.99535,"late",0.45
"20",59000001,59500000,0.422272,0.994961,"mid",0.42
"21",15500001,1.6e+07,0.362074,0.994361,"mid",0.36
"21",16000001,16500000,0.371336,0.989759,"mid",0.37
"21",18500001,1.9e+07,0.39477,0.984639,"late",0.39
"21",19000001,19500000,0.390388,0.995391,"late",0.39
"21",21000001,21500000,0.3482,0.996011,"late",0.35
"21",21500001,2.2e+07,0.349954,0.997275,"late",0.35
"21",22000001,22500000,0.35707,0.999519,"late",0.36
"21",23000001,23500000,0.354,0.997923,"late",0.35
"21",25000001,25500000,0.364514,0.998862,"late",0.36
"21",25500001,2.6e+07,0.346154,0.998883,"mid",0.35
"21",26000001,26500000,0.35774,0.998228,"mid",0.36
"21",27000001,27500000,0.398722,0.9936,"late",0.4
"21",28500001,2.9e+07,0.359762,0.995525,"mid",0.36
"21",29500001,3e+07,0.369398,0.998888,"early",0.37
"21",31000001,31500000,0.374418,0.999504,"early",0.37
"21",33500001,3.4e+07,0.448656,0.996321,"mid",0.45
"21",34000001,34500000,0.426172,0.99967,"mid",0.43
"21",36500001,3.7e+07,0.403358,0.992428,"early",0.4
"21",37000001,37500000,0.42576,0.998305,"early",0.43
"21",38000001,38500000,0.447764,0.998549,"mid",0.45
"21",39000001,39500000,0.427902,0.997612,"mid",0.43
"21",40500001,4.1e+07,0.416792,0.998388,"mid",0.42
"21",41000001,41500000,0.434296,0.990152,"mid",0.43
"21",41500001,4.2e+07,0.40345,0.997574,"early",0.4
"22",22000001,22500000,0.473258,0.995916,"mid",0.47
"22",26000001,26500000,0.442972,0.998162,"mid",0.44
"22",28500001,2.9e+07,0.384274,0.992185,"early",0.38
"22",34000001,34500000,0.437224,0.999955,"mid",0.44
"22",40000001,40500000,0.459384,0.997459,"mid",0.46
"22",40500001,4.1e+07,0.435826,0.996202,"early",0.44
"22",41000001,41500000,0.448704,0.994793,"early",0.45
"22",48000001,48500000,0.44871,0.99975,"mid",0.45
"3",500001,1e+06,0.365432,0.986388,"late",0.37
"3",1000001,1500000,0.364236,0.995562,"late",0.36
"3",1500001,2e+06,0.36792,0.991634,"late",0.37
"3",2000001,2500000,0.370548,0.994817,"late",0.37
"3",2500001,3e+06,0.383322,0.998363,"late",0.38
"3",3000001,3500000,0.39591,0.997842,"late",0.4
"3",6000001,6500000,0.375358,0.993209,"mid",0.38
"3",7500001,8e+06,0.39053,0.998855,"mid",0.39
"3",14000001,14500000,0.460528,0.993658,"mid",0.46
"3",14500001,1.5e+07,0.480022,0.999271,"mid",0.48
"3",15000001,15500000,0.434308,0.990653,"mid",0.43
"3",16500001,1.7e+07,0.401118,0.995363,"mid",0.4
"3",17000001,17500000,0.384084,0.992079,"mid",0.38
"3",17500001,1.8e+07,0.381972,0.991991,"mid",0.38
"3",18500001,1.9e+07,0.37022,0.988171,"late",0.37
"3",19000001,19500000,0.363354,0.984796,"late",0.36
"3",19500001,2e+07,0.384698,0.986913,"late",0.38
"3",20000001,20500000,0.390184,0.994013,"late",0.39
"3",20500001,2.1e+07,0.366664,0.998968,"late",0.37
"3",21000001,21500000,0.365466,0.990994,"late",0.37
"3",22000001,22500000,0.36072,0.980504,"mid",0.36
"3",25500001,2.6e+07,0.389152,0.998446,"mid",0.39
"3",27000001,27500000,0.380752,0.994472,"mid",0.38
"3",28500001,2.9e+07,0.37797,0.995533,"mid",0.38
"3",29500001,3e+07,0.36096,0.998611,"early",0.36
"3",30000001,30500000,0.373194,0.991245,"early",0.37
"3",32500001,3.3e+07,0.432228,0.99877,"mid",0.43
"3",33000001,33500000,0.4171,0.998872,"early",0.42
"3",33500001,3.4e+07,0.38578,0.995466,"early",0.39
"3",35500001,3.6e+07,0.363034,0.994628,"early",0.36
"3",36000001,36500000,0.37574,0.991251,"early",0.38
"3",36500001,3.7e+07,0.412454,0.997845,"early",0.41
"3",40500001,4.1e+07,0.41847,0.991565,"mid",0.42
"3",41500001,4.2e+07,0.389124,0.98539,"mid",0.39
"3",51000001,51500000,0.414876,0.98808,"early",0.41
"3",55500001,5.6e+07,0.422666,0.998223,"mid",0.42
"3",56000001,56500000,0.394804,0.998627,"early",0.39
"3",56500001,5.7e+07,0.413682,0.996062,"early",0.41
"3",57000001,57500000,0.417614,0.994185,"early",0.42
"3",57500001,5.8e+07,0.417552,0.997509,"early",0.42
"3",59000001,59500000,0.394108,0.995177,"early",0.39
"3",59500001,6e+07,0.406528,0.99885,"early",0.41
"3",63500001,6.4e+07,0.398072,0.989614,"mid",0.4
"3",64000001,64500000,0.415912,0.998863,"mid",0.42
"3",64500001,6.5e+07,0.398782,0.996979,"mid",0.4
"3",65000001,65500000,0.396866,0.992233,"mid",0.4
"3",66500001,6.7e+07,0.410906,0.996673,"late",0.41
"3",67500001,6.8e+07,0.387046,0.996645,"mid",0.39
"3",70000001,70500000,0.374632,0.992058,"early",0.37
"3",70500001,7.1e+07,0.379226,0.996315,"mid",0.38
"3",71000001,71500000,0.409166,0.999788,"mid",0.41
"3",74000001,74500000,0.373424,0.997017,"mid",0.37
"3",75000001,75500000,0.403692,0.983546,"late",0.4
"3",75500001,7.6e+07,0.415376,0.992602,"late",0.42
"3",76500001,7.7e+07,0.357132,0.997418,"late",0.36
"3",77000001,77500000,0.361626,0.997784,"late",0.36
"3",78000001,78500000,0.363436,0.997973,"late",0.36
"3",79000001,79500000,0.351914,0.990449,"mid",0.35
"3",81000001,81500000,0.359586,0.988755,"late",0.36
"3",82000001,82500000,0.357106,0.98925,"late",0.36
"3",82500001,8.3e+07,0.350428,0.996501,"late",0.35
"3",87000001,87500000,0.361986,0.995801,"mid",0.36
"3",87500001,8.8e+07,0.360848,0.99255,"mid",0.36
"3",94000001,94500000,0.362448,0.995643,"late",0.36
"3",97000001,97500000,0.355672,0.992226,"early",0.36
"3",97500001,9.8e+07,0.372136,0.993612,"early",0.37
"3",98000001,98500000,0.379522,0.99523,"early",0.38
"3",99000001,99500000,0.376336,0.990495,"early",0.38
"3",99500001,1e+08,0.39247,0.99893,"early",0.39
"3",100000001,100500000,0.390788,0.990159,"early",0.39
"3",101000001,101500000,0.398706,0.989414,"early",0.4
"3",101500001,1.02e+08,0.38568,0.993844,"early",0.39
"3",102000001,102500000,0.366256,0.99691,"early",0.37
"3",104000001,104500000,0.3525,0.998726,"mid",0.35
"3",105000001,105500000,0.359826,0.988687,"mid",0.36
"3",106000001,106500000,0.363242,0.994328,"mid",0.36
"3",107000001,107500000,0.37655,0.993213,"mid",0.38
"3",108500001,1.09e+08,0.38337,0.988504,"late",0.38
"3",109000001,109500000,0.393178,0.992027,"late",0.39
"3",110000001,110500000,0.363074,0.990869,"early",0.36
"3",110500001,1.11e+08,0.368502,0.9907,"early",0.37
"3",111000001,111500000,0.385312,0.987578,"early",0.39
"3",111500001,1.12e+08,0.389026,0.993642,"early",0.39
"3",112000001,112500000,0.38811,0.991114,"early",0.39
"3",112500001,1.13e+08,0.403862,0.985719,"early",0.4
"3",113000001,113500000,0.39366,0.995614,"early",0.39
"3",115500001,1.16e+08,0.378056,0.993562,"late",0.38
"3",116000001,116500000,0.371324,0.985362,"late",0.37
"3",116500001,1.17e+08,0.36906,0.99681,"late",0.37
"3",117000001,117500000,0.370662,0.997771,"late",0.37
"3",118000001,118500000,0.377142,0.998122,"early",0.38
"3",119500001,1.2e+08,0.395754,0.998781,"early",0.4
"3",120500001,1.21e+08,0.366002,0.989624,"early",0.37
"3",121000001,121500000,0.393114,0.99309,"early",0.39
"3",122000001,122500000,0.40358,0.99564,"early",0.4
"3",123500001,1.24e+08,0.420278,0.997189,"early",0.42
"3",124000001,124500000,0.430176,0.997182,"early",0.43
"3",125500001,1.26e+08,0.454996,0.991377,"mid",0.45
"3",132000001,132500000,0.3818,0.987675,"early",0.38
"3",138000001,138500000,0.42535,0.996836,"mid",0.43
"3",138500001,1.39e+08,0.43642,0.994215,"mid",0.44
"3",139500001,1.4e+08,0.41902,0.997068,"mid",0.42
"3",140500001,1.41e+08,0.422812,0.997352,"mid",0.42
"3",143500001,1.44e+08,0.377046,0.998172,"mid",0.38
"3",145500001,1.46e+08,0.358694,0.98964,"mid",0.36
"3",146000001,146500000,0.365346,0.994667,"mid",0.37
"3",148000001,148500000,0.361318,0.98622,"early",0.36
"3",149500001,1.5e+08,0.387546,0.997363,"early",0.39
"3",151000001,151500000,0.374712,0.997297,"early",0.37
"3",151500001,1.52e+08,0.36545,0.997337,"early",0.37
"3",152000001,152500000,0.364796,0.997096,"early",0.36
"3",153000001,153500000,0.368738,0.992775,"early",0.37
"3",154000001,154500000,0.364774,0.994991,"mid",0.36
"3",154500001,1.55e+08,0.37793,0.985329,"mid",0.38
"3",155000001,155500000,0.394384,0.983003,"mid",0.39
"3",156000001,156500000,0.399346,0.997782,"early",0.4
"3",156500001,1.57e+08,0.389634,0.995175,"early",0.39
"3",157000001,157500000,0.386662,0.994321,"early",0.39
"3",157500001,1.58e+08,0.374944,0.986862,"early",0.37
"3",158500001,1.59e+08,0.392588,0.985034,"mid",0.39
"3",159500001,1.6e+08,0.416374,0.998807,"mid",0.42
"3",161500001,1.62e+08,0.356528,0.997912,"mid",0.36
"3",164000001,164500000,0.346216,0.989686,"mid",0.35
"3",166500001,1.67e+08,0.36369,0.993826,"late",0.36
"3",167000001,167500000,0.362258,0.995949,"late",0.36
"3",168000001,168500000,0.360216,0.987749,"mid",0.36
"3",168500001,1.69e+08,0.36011,0.999657,"early",0.36
"3",169500001,1.7e+08,0.402888,0.999291,"mid",0.4
"3",170000001,170500000,0.41739,0.995271,"mid",0.42
"3",172500001,1.73e+08,0.37103,0.999217,"early",0.37
"3",173000001,173500000,0.356472,0.997251,"early",0.36
"3",175000001,175500000,0.350076,0.992061,"mid",0.35
"3",176000001,176500000,0.366876,0.995234,"mid",0.37
"3",177500001,1.78e+08,0.36661,0.998069,"mid",0.37
"3",178000001,178500000,0.37795,0.998074,"mid",0.38
"3",179000001,179500000,0.409868,0.997936,"late",0.41
"3",180000001,180500000,0.371218,0.990676,"mid",0.37
"3",180500001,1.81e+08,0.380094,0.996414,"late",0.38
"3",181000001,181500000,0.375962,0.996915,"mid",0.38
"3",181500001,1.82e+08,0.393614,0.999652,"mid",0.39
"3",182000001,182500000,0.384878,0.994289,"early",0.38
"3",184500001,1.85e+08,0.401006,0.997162,"early",0.4
"3",188000001,188500000,0.384188,0.994122,"early",0.38
"3",188500001,1.89e+08,0.39573,0.991759,"early",0.4
"3",189000001,189500000,0.372198,0.997338,"early",0.37
"3",189500001,1.9e+08,0.381664,0.998101,"early",0.38
"3",190000001,190500000,0.370074,0.997175,"early",0.37
"3",190500001,1.91e+08,0.3667,0.994955,"early",0.37
"3",191500001,1.92e+08,0.36542,0.99162,"mid",0.37
"3",192000001,192500000,0.37749,0.991774,"mid",0.38
"3",193000001,193500000,0.395636,0.99765,"early",0.4
"3",193500001,1.94e+08,0.4596,0.999802,"mid",0.46
"3",196500001,1.97e+08,0.41436,0.996919,"early",0.41
"4",10500001,1.1e+07,0.403498,0.990894,"mid",0.4
"4",12000001,12500000,0.368066,0.99072,"mid",0.37
"4",13000001,13500000,0.39015,0.995924,"late",0.39
"4",14500001,1.5e+07,0.391774,0.984842,"mid",0.39
"4",16000001,16500000,0.409082,0.995901,"mid",0.41
"4",16500001,1.7e+07,0.402726,0.989049,"mid",0.4
"4",17500001,1.8e+07,0.40683,0.995629,"late",0.41
"4",18000001,18500000,0.383166,0.994169,"late",0.38
"4",18500001,1.9e+07,0.370052,0.995842,"late",0.37
"4",19000001,19500000,0.361182,0.983625,"late",0.36
"4",19500001,2e+07,0.366992,0.991996,"late",0.37
"4",20000001,20500000,0.36215,0.999274,"late",0.36
"4",20500001,2.1e+07,0.380636,0.994072,"late",0.38
"4",21000001,21500000,0.377136,0.98456,"late",0.38
"4",21500001,2.2e+07,0.374996,0.997518,"late",0.37
"4",22000001,22500000,0.38209,0.990485,"late",0.38
"4",22500001,2.3e+07,0.38878,0.996679,"late",0.39
"4",23000001,23500000,0.365678,0.998331,"late",0.37
"4",23500001,2.4e+07,0.38113,0.986655,"late",0.38
"4",24000001,24500000,0.411468,0.999216,"late",0.41
"4",24500001,2.5e+07,0.42211,0.997048,"late",0.42
"4",25000001,25500000,0.416972,0.999448,"late",0.42
"4",26000001,26500000,0.423144,0.997364,"late",0.42
"4",26500001,2.7e+07,0.382108,0.988062,"late",0.38
"4",27000001,27500000,0.395502,0.986814,"late",0.4
"4",28000001,28500000,0.356796,0.999382,"late",0.36
"4",30500001,3.1e+07,0.36055,0.99781,"late",0.36
"4",34500001,3.5e+07,0.341622,0.996604,"mid",0.34
"4",35500001,3.6e+07,0.350624,0.995248,"mid",0.35
"4",36000001,36500000,0.36277,0.997888,"mid",0.36
"4",37500001,3.8e+07,0.420322,0.996586,"mid",0.42
"4",38000001,38500000,0.42243,0.997814,"early",0.42
"4",39000001,39500000,0.396654,0.995666,"early",0.4
"4",41500001,4.2e+07,0.403474,0.998352,"mid",0.4
"4",42500001,4.3e+07,0.376872,0.997042,"late",0.38
"4",44000001,44500000,0.358104,0.994923,"late",0.36
"4",44500001,4.5e+07,0.363582,0.995345,"late",0.36
"4",46500001,4.7e+07,0.363708,0.993227,"mid",0.36
"4",47500001,4.8e+07,0.379802,0.998041,"early",0.38
"4",48500001,4.9e+07,0.38648,0.992392,"early",0.39
"4",54000001,54500000,0.394024,0.983683,"mid",0.39
"4",55500001,5.6e+07,0.40222,0.992349,"mid",0.4
"4",56000001,56500000,0.393042,0.990602,"mid",0.39
"4",57000001,57500000,0.405308,0.993512,"mid",0.41
"4",60000001,60500000,0.350636,0.991291,"late",0.35
"4",61500001,6.2e+07,0.353974,0.992994,"late",0.35
"4",63000001,63500000,0.361468,0.994072,"late",0.36
"4",64000001,64500000,0.347684,0.991003,"late",0.35
"4",65500001,6.6e+07,0.35017,0.985484,"late",0.35
"4",66500001,6.7e+07,0.349136,0.993264,"late",0.35
"4",68500001,6.9e+07,0.368058,0.988493,"mid",0.37
"4",69000001,69500000,0.374496,0.983779,"late",0.37
"4",70500001,7.1e+07,0.3537,0.992562,"mid",0.35
"4",71000001,71500000,0.364108,0.987096,"mid",0.36
"4",71500001,7.2e+07,0.403552,0.986326,"late",0.4
"4",72500001,7.3e+07,0.368054,0.995421,"mid",0.37
"4",73000001,73500000,0.3627,0.990967,"early",0.36
"4",73500001,7.4e+07,0.382612,0.99758,"early",0.38
"4",74000001,74500000,0.371502,0.995211,"early",0.37
"4",74500001,7.5e+07,0.376212,0.996004,"early",0.38
"4",77500001,7.8e+07,0.412616,0.995825,"early",0.41
"4",78000001,78500000,0.422742,0.99531,"early",0.42
"4",79500001,8e+07,0.376364,0.996335,"early",0.38
"4",82000001,82500000,0.384728,0.99447,"mid",0.38
"4",86000001,86500000,0.373314,0.997203,"early",0.37
"4",86500001,8.7e+07,0.367568,0.986699,"early",0.37
"4",87000001,87500000,0.373852,0.988092,"early",0.37
"4",87500001,8.8e+07,0.392082,0.991136,"early",0.39
"4",90500001,9.1e+07,0.36055,0.998066,"early",0.36
"4",91000001,91500000,0.356316,0.992207,"mid",0.36
"4",92500001,9.3e+07,0.357018,0.985119,"late",0.36
"4",98000001,98500000,0.359062,0.995009,"mid",0.36
"4",99000001,99500000,0.381878,0.991727,"mid",0.38
"4",100000001,100500000,0.382656,0.991983,"mid",0.38
"4",101500001,1.02e+08,0.366116,0.995963,"early",0.37
"4",102500001,1.03e+08,0.359642,0.994364,"early",0.36
"4",105500001,1.06e+08,0.366166,0.985782,"mid",0.37
"4",106000001,106500000,0.371474,0.992986,"mid",0.37
"4",106500001,1.07e+08,0.370218,0.996988,"mid",0.37
"4",107000001,107500000,0.36418,0.984253,"mid",0.36
"4",107500001,1.08e+08,0.35914,0.989333,"mid",0.36
"4",108000001,108500000,0.366496,0.984615,"mid",0.37
"4",111000001,111500000,0.396932,0.99259,"late",0.4
"4",112500001,1.13e+08,0.360106,0.988889,"early",0.36
"4",113500001,1.14e+08,0.39178,0.997588,"mid",0.39
"4",118500001,1.19e+08,0.36094,0.992115,"mid",0.36
"4",119000001,119500000,0.37625,0.987184,"mid",0.38
"4",121000001,121500000,0.360738,0.992916,"mid",0.36
"4",122000001,122500000,0.377932,0.997283,"mid",0.38
"4",123500001,1.24e+08,0.389226,0.985659,"mid",0.39
"4",125500001,1.26e+08,0.358206,0.997217,"mid",0.36
"4",126500001,1.27e+08,0.35352,0.995629,"mid",0.35
"4",129500001,1.3e+08,0.396596,0.99458,"mid",0.4
"4",130500001,1.31e+08,0.357172,0.985384,"mid",0.36
"4",133500001,1.34e+08,0.345342,0.988016,"late",0.35
"4",134500001,1.35e+08,0.349076,0.995037,"late",0.35
"4",138500001,1.39e+08,0.355902,0.994951,"early",0.36
"4",139000001,139500000,0.37181,0.990789,"early",0.37
"4",140500001,1.41e+08,0.419486,0.997108,"mid",0.42
"4",141500001,1.42e+08,0.397802,0.991722,"mid",0.4
"4",143000001,143500000,0.364118,0.993971,"early",0.36
"4",144000001,144500000,0.38423,0.988196,"mid",0.38
"4",145000001,145500000,0.370656,0.989944,"mid",0.37
"4",145500001,1.46e+08,0.374594,0.991956,"mid",0.37
"4",146500001,1.47e+08,0.404096,0.996268,"late",0.4
"4",147500001,1.48e+08,0.37608,0.989316,"mid",0.38
"4",148000001,148500000,0.382566,0.991633,"mid",0.38
"4",148500001,1.49e+08,0.408372,0.99782,"mid",0.41
"4",149000001,149500000,0.382438,0.9955,"mid",0.38
"4",149500001,1.5e+08,0.376598,0.995034,"mid",0.38
"4",150500001,1.51e+08,0.367452,0.984936,"early",0.37
"4",151000001,151500000,0.375034,0.996047,"early",0.38
"4",151500001,1.52e+08,0.375842,0.995247,"early",0.38
"4",153000001,153500000,0.393218,0.998965,"early",0.39
"4",155500001,1.56e+08,0.38193,0.997977,"mid",0.38
"4",156000001,156500000,0.369846,0.994255,"mid",0.37
"4",157000001,157500000,0.357036,0.990472,"early",0.36
"4",158500001,1.59e+08,0.356452,0.994983,"early",0.36
"4",159000001,159500000,0.376408,0.98409,"mid",0.38
"4",159500001,1.6e+08,0.399844,0.996609,"mid",0.4
"4",160000001,160500000,0.389116,0.998284,"mid",0.39
"4",160500001,1.61e+08,0.371046,0.991396,"mid",0.37
"4",161000001,161500000,0.35633,0.989254,"mid",0.36
"4",163500001,1.64e+08,0.364112,0.997084,"late",0.36
"4",164000001,164500000,0.376964,0.993079,"late",0.38
"4",164500001,1.65e+08,0.357212,0.991339,"mid",0.36
"4",166000001,166500000,0.393706,0.993006,"mid",0.39
"4",167500001,1.68e+08,0.348256,0.983948,"early",0.35
"4",168000001,168500000,0.353342,0.991093,"early",0.35
"4",168500001,1.69e+08,0.359816,0.995865,"early",0.36
"4",169000001,169500000,0.373058,0.994267,"early",0.37
"4",169500001,1.7e+08,0.405576,0.998222,"early",0.41
"4",170000001,170500000,0.390354,0.989185,"early",0.39
"4",174000001,174500000,0.39903,0.999166,"late",0.4
"4",175000001,175500000,0.367004,0.998188,"mid",0.37
"4",176000001,176500000,0.361288,0.99324,"mid",0.36
"4",176500001,1.77e+08,0.358862,0.998359,"mid",0.36
"4",177000001,177500000,0.368408,0.997948,"mid",0.37
"4",178500001,1.79e+08,0.357814,0.990037,"mid",0.36
"4",179000001,179500000,0.351362,0.998928,"mid",0.35
"4",179500001,1.8e+08,0.35116,0.995578,"mid",0.35
"4",180000001,180500000,0.356162,0.997843,"late",0.36
"4",180500001,1.81e+08,0.357502,0.995705,"late",0.36
"4",181500001,1.82e+08,0.367968,0.994325,"late",0.37
"4",182000001,182500000,0.378092,0.989499,"late",0.38
"4",182500001,1.83e+08,0.387886,0.995358,"late",0.39
"4",183500001,1.84e+08,0.420416,0.992746,"late",0.42
"4",187000001,187500000,0.423354,0.990812,"late",0.42
"4",187500001,1.88e+08,0.408872,0.986935,"late",0.41
"4",188500001,1.89e+08,0.395414,0.994444,"late",0.4
"4",189000001,189500000,0.41597,0.98673,"late",0.42
"4",189500001,1.9e+08,0.38073,0.999026,"late",0.38
"4",190000001,190500000,0.397112,0.982599,"late",0.4
"5",2000001,2500000,0.458142,0.999115,"late",0.46
"5",2500001,3e+06,0.44485,0.999485,"late",0.44
"5",3500001,4e+06,0.43404,0.997152,"late",0.43
"5",4000001,4500000,0.403354,0.995307,"late",0.4
"5",4500001,5e+06,0.396428,0.991113,"late",0.4
"5",5000001,5500000,0.420158,0.99817,"late",0.42
"5",5500001,6e+06,0.418834,0.999384,"late",0.42
"5",7000001,7500000,0.40294,0.982365,"late",0.4
"5",7500001,8e+06,0.408548,0.994672,"late",0.41
"5",8000001,8500000,0.390128,0.990553,"late",0.39
"5",8500001,9e+06,0.380196,0.995646,"mid",0.38
"5",9000001,9500000,0.400364,0.992799,"mid",0.4
"5",9500001,1e+07,0.408366,0.995259,"mid",0.41
"5",12000001,12500000,0.358774,0.991986,"mid",0.36
"5",13000001,13500000,0.36775,0.989412,"mid",0.37
"5",13500001,1.4e+07,0.394182,0.998845,"mid",0.39
"5",15000001,15500000,0.388422,0.990676,"mid",0.39
"5",18000001,18500000,0.360558,0.994689,"mid",0.36
"5",20500001,2.1e+07,0.35307,0.995669,"late",0.35
"5",21500001,2.2e+07,0.35044,0.981291,"mid",0.35
"5",22000001,22500000,0.355796,0.980979,"late",0.36
"5",22500001,2.3e+07,0.352256,0.997771,"late",0.35
"5",23500001,2.4e+07,0.353228,0.99821,"late",0.35
"5",24000001,24500000,0.353698,0.993282,"late",0.35
"5",24500001,2.5e+07,0.34824,0.999651,"mid",0.35
"5",26000001,26500000,0.356392,0.993242,"late",0.36
"5",30500001,3.1e+07,0.359354,0.992866,"mid",0.36
"5",33500001,3.4e+07,0.408592,0.995377,"mid",0.41
"5",34500001,3.5e+07,0.416364,0.998426,"mid",0.42
"5",35000001,35500000,0.397608,0.992422,"mid",0.4
"5",35500001,3.6e+07,0.38727,0.993803,"mid",0.39
"5",39000001,39500000,0.379038,0.99645,"early",0.38
"5",39500001,4e+07,0.370388,0.988656,"early",0.37
"5",40000001,40500000,0.372772,0.998798,"early",0.37
"5",40500001,4.1e+07,0.394158,0.989885,"mid",0.39
"5",41000001,41500000,0.37497,0.990295,"mid",0.37
"5",43000001,43500000,0.421846,0.994673,"mid",0.42
"5",45500001,4.6e+07,0.359338,0.9824,"late",0.36
"5",49500001,5e+07,0.373856,0.991183,"late",0.37
"5",51000001,51500000,0.34786,0.992297,"early",0.35
"5",51500001,5.2e+07,0.356872,0.993478,"early",0.36
"5",52500001,5.3e+07,0.38001,0.993661,"early",0.38
"5",55000001,55500000,0.411254,0.99327,"mid",0.41
"5",55500001,5.6e+07,0.41846,0.998021,"mid",0.42
